FMID,MarketName,Website,Facebook,Twitter,Youtube,OtherMedia,street,city,County,State,zip,Season1StartDate,Season1EndDate,Season1Time,Season2StartDate,Season2EndDate,Season2Time,Season3Date,Season3Time,Season4Date,Season4Time,x,y,Location,Credit,WIC,WICcash,SFMNP,SNAP,Organic,Bakedgoods,Cheese,Crafts,Flowers,Eggs,Seafood,Herbs,Vegetables,Honey,Jams,Maple,Meat,Nursery,Nuts,Plants,Poultry,Prepared,Soap,Trees,Wine,Coffee,Beans,Fruits,Grains,Juices,Mushrooms,PetFood,Tofu,WildHarvested,updateTime
1018536,ORANGE COUNTY HOMEGROWN FARMERS MARKET - VALLEY MARKET,http://www.orangecountyhomegrown.org,https://www.facebook.com/OrangeCountyHomeGrown/,,,,WEST HIGHWAY 56,FRENCH LICK,ORANGE,INDIANA,47432,05/23/2017 , 09/26/2017,Tue: 9:00 AM-1:00 PM;,,,,,,,,-86.6210467,38.5495110,,Y,N,N,N,Y,,Y,N,Y,Y,Y,N,Y,Y,N,Y,Y,N,N,N,Y,N,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N,07-05-2017 9:52:48
1005042,ORANGE COUNTY HOMEGROWN FARMERS MARKETS - ORLEANS,http://www.orangecountyhomegrown.org,https://www.facebook.com/OrangeCountyHomeGrown,,http://www.youtube.com/watch?v=e1FpjB7USSQ,,SOUTH SIDE OF CONGRESS SQUARE,ORLEANS,ORANGE,INDIANA,47452,05/17/2014 , 10/25/2014,Sat: 8:00 AM-12:00 PM;,,,,,,,,-86.4683210,38.5561663,Closed-off public street,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,Y,N,Y,N,N,N,N,N,N,03-14-2014 23:44:42
1005043,ORANGE COUNTY HOMEGROWN FARMERS MARKETS - PAOLI,http://www.orangecountyhomegrown.org,https://www.facebook.com/OrangeCountyHomeGrown,,http://www.youtube.com/watch?v=e1FpjB7USSQ,,"HWY 37, FRONT PARKING LOT OF WALMART",PAOLI,ORANGE,INDIANA,47454,06/05/2014 , 09/25/2014,Thu: 2:00 PM-6:00 PM;,,,,,,,,-86.4683210,38.5561663,,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N,03-14-2014 23:44:1
1003897,ORANGE COVE FARMERS MARKET,,,,,,J.O. EATON PARK,ORANGE COVE,FRESNO,CALIFORNIA,93646,,,,,,,,,,,-119.314,36.6244,,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01-01-2009 8:0:0
1018920,ORANGE PARK FARMER'S & ARTS MARKET,http://www.OrangeParkMarket.com,https://www.facebook.com/@OrangeParkMarket,,,,2042 PARK AVE,ORANGE PARK,CLAY,FLORIDA,32073,09/03/2017 , 06/17/2018,Sun: 10:00 AM-3:00 PM;,,,,,,,,-81.701986,30.165438,,Y,N,N,N,Y,,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,N,Y,N,Y,N,N,N,Y,Y,N,01-29-2018 9:22:19
1009158,ORANGECREST CERTIFIED FARMERS MARKET,http://www.orangecrestcfm.com/,,,,,20010 ORANGE TERRACE PARKWAY,RIVERSIDE,,CALIFORNIA,92508,,,,,,,,,,,-117.313,33.895,,Y,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01-01-2013 8:0:0
1004354,ORANGEVALE FARMERS MARKET,http://www.orangevalegrange.org/orangevale-farmers-market,https://www.facebook.com/OrangevaleFarmersMarket,,,,9295 GREENBACK LANE,ORANGEVALE,SACRAMENTO,CALIFORNIA,95662,05/15/2014 , 10/02/2014,Thu: 4:00 PM-8:00 PM;,,,,,,,,-121.207654,38.678449,Private business parking lot,Y,N,N,N,N,Y,Y,N,Y,Y,N,N,N,Y,N,Y,N,Y,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,04-26-2014 16:30:44
1003522,ORANGEVILLE FARMERS MARKET,,,,,,RICHLAND /CREEK TRAILHEAD W. HIGH ST,ORANGVILLE,STEPHENSON,ILLINOIS,62450,,,,,,,,,,,-89.6505,42.4694,,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01-01-2009 8:0:0
1003310,ORCAS ISLAND FARMERS MARKET,http://www.orcasislandfarmersmarket.org,https://www.facebook.com/Orcas-Island-Farmers-Market/150843558318330,,,,EASTSOUND VILLAGE GREEN,EASTSOUND,SAN JUAN,WASHINGTON,98245,05/04/2013 , 11/23/2013,Sat: 10:00 AM-3:00 PM;,,,,,,,,-122.9069009,48.6962347,,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,N,N,N,N,N,03-20-2015 11:48:59
1018660,ORCHARD COMMUNITY LEARNING CENTER~MOUNTAIN PARK HEALTH CENTER,http://orchardlearningcenter.org,https://www.facebook.com/Orchard Community Learning Center,,,https://www.instagram.com/explore/locations/242344302/the-orchard-community-learning-center/?hl=en,635 E BASELINE RD,PHOENIX,MARICOPA,ARIZONA,85042,01/01/2017 , 12/31/2017,Mon: 8:00 AM-1:00 PM;,,,,,,,,-112.0679212,33.3767241,,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,07-13-2017 14:12:8
1009304,ORCHARD FARMERS MARKET,,https://www.facebook.com/Orchard-Farmers-Market/134484303275228,,,,42-24 GREENPOINT AVENUE,LONG ISLAND CITY,,NEW YORK,11104,,,,,,,,,,,-73.9273,40.7386,,Y,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01-01-2013 8:0:0
1000326,ORCHARD HOMES' FARMERS' MARKET,,https://www.facebook.com/Orchard-Homes-Farmers-Market/195921670446606,,,,2537 S. 3RD STREET WEST,MISSOULA,MISSOULA,MONTANA,59804,06/18/2015 , 10/08/2015,Thu: 4:30 PM-7:00 PM;,,,,,,,,-114.041583,46.866716,,Y,Y,Y,Y,N,,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N,04-21-2015 11:49:28
1005598,ORCHARD PARK FARMER'S MARKET AT FOX RUN,http://www.foxrunorchardpark.com,https://www.facebook.com/Orchard-Park-Farmers-Market-at-Fox-Run/199492926762050,,,,ONE FOX RUN LANE,ORCHARD PARK,ERIE,NEW YORK,14127,05/08/2014 , 10/30/2014,Thu: 9:00 AM-1:30 PM;,,,,,,,,-78.7729450,42.7630250,Other,Y,N,N,N,N,,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,N,N,Y,N,N,05-19-2014 11:3:18
1005826,ORCUTT FARMERS MARKET,,,,,,BRADLEY ST. & CLARK ST.,NIPOMO,SAN LUIS OBISPO,CALIFORNIA,93444,,,,,,,,,,,-120.419,34.865,,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01-01-2009 8:0:0
1001510,OREGAN FARMERS MARKET,,,,,,304 S. 5TH ST.,OREGON,OGLE,ILLINOIS,61061,,,,,,,,,,,-89.3513,42.0036,,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01-01-2009 8:0:0
1009688,OREGON CITY WINTER FARMERS MARKET,http://orcityfarmersmarket.com/,https://www.facebook.com/ocfarmersmarket/,,,,2051 KAEN RD,OREGON CITY,CLACKAMAS,OREGON,97045,01/01/2017 , 12/31/2017,Sat: 10:00 AM-2:00 PM;,,,,,,,,-122.597947,45.333141,,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,02-10-2017 20:25:0
1008468,OREGON CITY YEAR-ROUND FARMERS MARKET,http://www.orcityfarmersmarket.com,https://www.facebook.com/ocfarmersmarket/,,,,"2051, KAEN RD, OFF BEAVERCREEK RD.",OREGON CITY,CLACKAMAS,OREGON,97045,05/06/2017 , 10/28/2017,Sat: 9:00 AM-2:00 PM;,,,,,,,,-122.597822,45.333082,,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,Y,02-10-2017 20:21:22
1005444,OREGON FARMERS MARKET,,,,,,787 N MAIN ST.,OREGON,DANE,WISCONSIN,,,,,,,,,,,,-89.3836,42.9384,,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01-01-2011 8:0:0
1016866,OREGON PARK DISTRICT FARMERS MARKET,http://www.oregonpark.org,,,,,ROUTE 64 AND ROUTE 2 INTERSECTION,OREGON,OGLE,ILLINOIS,61061,06/09/2017 , 09/29/2017,Sat: 4:00 PM-7:00 PM;,,,,,,,,-89.332685,42.014535,,Y,N,N,N,N,N,Y,N,N,Y,Y,N,Y,Y,Y,N,Y,N,N,N,Y,N,Y,Y,N,N,Y,N,Y,Y,N,N,N,N,N,3/6/2017 12:41:13 PM
1018201,OREGON PARK DISTRICT FARMERS MARKET,http://www.oregonpark.org,,,,,,OREGON,OGLE,ILLINOIS,61061,06/09/2017 , 09/29/2017,Fri: 4:00 PM-7:00 PM;,,,,,,,,-89.3323279,42.0147513,,Y,N,N,N,N,,Y,N,Y,N,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,Y,06-20-2017 15:23:1
1010548,ORFORDVILLE FARMERS' MARKET,http://orfordvillefarmersmarket.com/,http://www.facebook.com/orfordvillefarmersmarket,,,,303 E. BELOIT STREET,ORFORDVILLE,ROCK,WISCONSIN,53576,06/07/2014 , 10/25/2014,Sat: 8:00 AM-1:00 PM;,,,,,,,,-89.253301,42.627022,,Y,N,N,N,N,,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,08-24-2014 22:23:26
1005780,ORGANIC FARMERS MARKET AT HOOVERS,http://www.Hoversmarket.com,,,,,1035 ACADEMY DRIVE,ALTAMONTE SPRINGS,SEMINOLE,FLORIDA,32714,,,,,,,,,,,-81.4311,28.6661,,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01-01-2011 8:0:0
1006647,ORIENTAL FARMERS' MARKET,http://www.orientalfarmersmarket.com,,,,,300 BLOCK OF HODGES STREET,ORIENTAL,PAMLICO,NORTH CAROLINA,28571,01/01/2014 , 12/01/2014,Sat: 8:00 AM-11:00 PM;,,,,,,,,-76.696157,35.025147,Private business parking lot,N,N,N,N,N,,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,N,N,N,N,N,03-31-2014 16:5:6
1009837,ORIGINAL EASTON FARMERS MARKET,http://www.tinyurl.com/eastonfarmersmarket,https://www.facebook.com/EastonOriginalFarmersMarket,,,,524 DEPOT STREET,EASTON,PLYMOUTH,MASSACHUSETTS,02375,05/17/2014 , 10/25/2014,Tue: 2:00 PM-6:00 PM;Sat: 10:00 AM-2:00 PM;,,,,,,,,-71.117550,42.027854,Local government building grounds,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,N,Y,N,N,Y,N,N,N,Y,N,N,04-07-2014 14:13:51
1010816,ORIGINAL FARMERS MARKET,,,,,,1400 E. MAIN ST. OWOSSO EAST MALL,OWOSSO,SHIAWASSEE,MICHIGAN,48867,05/02/2015 , 10/31/2015,Sat: 8:00 AM-1:00 PM;,,,,,,,,-84.145676,42.997860,,Y,Y,N,Y,Y,,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,Y,Y,N,N,Y,02-09-2015 18:48:25
1005421,ORIGINAL FARMERS' MARKET AT INDIANAPOLIS CITY MARKET,http://www.indycm.com,,,,,222 E. MARKET STREET,INDIANAPOLIS,MARION,INDIANA,46204,May , October,Wed:9:30 AM - 1:30 PM;,,,,,,,,-86.1535,39.76882,Closed-off public street,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,04-26-2012 14:26:14
1019202,ORIGINAL MERCED COUNTY CERTIFIED FARMERS MARKET - DOWNTOWN MERCED,http://mercedcfm.com/,https://www.facebook.com/mercedcfm/,,,https://www.instagram.com/mercedfarmersmarket/,16TH ST. AND CANAL ST.,MERCED,MERCED,CALIFORNIA,95340,01/01/2018 , 12/31/2018,Sat: 8:00 AM-12:00 PM;,,,,,,,,-120.484427,37.300930,,Y,Y,Y,Y,N,,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,Y,N,Y,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,07-31-2018 15:31:25
1004196,ORINDA FAMERS MARKET,http://www.cccfm.org,,,,,ORINDA WAY IN ORINDA VILLAGE,ORINDA,CONTRA COSTA,CALIFORNIA,94563,,,,,,,,,,,-122.189,37.8836,,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-21-2010 20:44:0
1008077,ORION FARMERS MARKET AT HOWARTH CHURCH ON SILVERBELL,,,,,,550 E. SILVERBELL RD,-,OAKLAND,MICHIGAN,,05/08/2013 , 10/16/2013,Wed: 2:00 PM-7:00 PM;,,,,,,,,-83.233860,42.722766,,Y,N,N,N,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,06-11-2013 16:8:25
1008576,ORLANDO FARMER'S MARKET,http://www.orlandofarmersmarket.com,https://www.facebook.com/orlandofarmersmarket,,,,E. CENTRAL BLVD AND N. EOLA DRIVE,ORLANDO,ORANGE,FLORIDA,32801,01/01/2013 , 12/31/2013,Sun: 10:00 AM-4:00 PM;,,,,,,,,-81.370778,28.542606,Local government building grounds,Y,N,N,N,N,,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,Y,Y,N,N,Y,N,N,N,N,N,N,06-26-2013 15:43:22
1002477,ORLEANS COUNTY FARMERS' MARKET - ERIE CANAL BASIN,,,,,,ERIE CANAL BASIN,MEDINA,ORLEANS,NEW YORK,14103,06/12/2014 , 10/30/2014,Thu: 12:00 PM-5:00 PM;,,,,,,,,-78.386261,43.221089,Closed-off public street,N,Y,N,Y,N,N,N,N,N,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,05-12-2014 13:51:31
1002476,ORLEANS COUNTY FARMERS' MARKET - SAVE-A-LOT PLAZA,,,,,,320 WEST AVENUE(RT.31),ALBION,ORLEANS,NEW YORK,14411,06/07/2014 , 11/01/2014,Sat: 9:00 AM-2:00 PM;,,,,,,,,-78.202680,43.240635,Private business parking lot,N,Y,N,Y,N,,N,N,N,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,N,05-12-2014 13:55:7
1002016,ORLEANS FARMERS MARKET,,,,,,ORLEANS PARK,ORLEANS,HARLAN,NEBRASKA,68966,,,,,,,,,,,-99.4498,40.129,,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01-01-2009 8:0:0
1001473,"ORLEANS FARMERS' MARKET, INC.",http://www.orleansfarmersmarket.com,https://www.facebook.com/OrleansFarmersMarket,,,,21 OLD COLONY WAY,ORLEANS,BARNSTABLE,MASSACHUSETTS,02653,05/09/2015 , 11/21/2015,Sat: 8:00 AM-12:00 PM;,,,,,,,,-69.99411,41.78727,,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,03-30-2015 20:59:35
1010229,ORLEANS WINTER FARMERS' MARKET,http://www.capecdp.org/content/orleans_winter_farmers_market/,https://www.facebook.com/orleanswintermarket,,,,70 ROUTE 28,ORLEANS,BARNSTABLE,MASSACHUSETTS,02653,12/06/2014 , 04/18/2015,Sat: 9:00 AM-12:00 PM;,12/05/2015 , 04/16/2016,Sat: 9:00 AM-12:00 PM;,,,,,-69.988846,41.784060,,Y,N,N,N,Y,,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N,Y,N,N,N,Y,N,N,N,N,07-28-2015 14:18:45
1008360,ORMOND BEACH FARMERS MARKET,http://www.ormondbeachfarmersmarket.com,https://www.facebook.com/ormondfarmersmarket,,,,22 S. BEACH ST. (CITY HALL PLAZA),ORMOND BEACH,VOLUSIA,FLORIDA,32174,01/01/2018 , 12/31/2018,Thu: 8:00 AM-1:00 PM;,,,,,,,,-81.055484,29.284852,,Y,N,N,N,N,N,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,07-26-2018 17:19:16
1019106,OROFINO FARMERS MARKET,http://www.orofinofarmersmarket.com,https://www.facebook.com/Orofino-Farmers-Market-139500116131731/,,,,101 MICHIGAN AVE.,OROFINO,CLEARWATER,IDAHO,83544,06/05/2018 , 10/09/2018,Tue: 11:00 AM-3:00 PM;,,,,,,,,-116.256676,46.478608,,Y,N,N,N,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,05-17-2018 16:26:13
1002358,ORONO FARMERS MARKET,http://www.oronofarmersmarket.org,https://www.facebook.com/oronofarmersmarket,,,,STEAM PLANT PARKING LOT ON COLLEGE AVE,ORONO,PENOBSCOT,MAINE,04473,05/01/2014 , 12/20/2014,Tue: 2:00 AM-5:30 PM;Sat: 8:00 AM-12:00 PM;,01/01/2014 , 04/01/2014,Sat: 8:00 AM-12:00 PM;,,,,,-68.6734,44.9003,Educational institution,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,Y,Y,Y,N,N,N,N,Y,Y,N,N,N,Y,N,N,03-31-2014 19:51:10
1003810,OROVILLE HOSPITAL'S COMMUNITY FARMERS' MARKET,,,,,,2809 OLIVE HWY,OROVILLE,BUTTE,CALIFORNIA,,June , September,Wed:11:00 am - 5:00 pm;,,,,,,,,-121.541,39.5041,Private business parking lot,N,Y,N,Y,N,N,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,04-28-2011 14:10:41
1002702,ORRVILLE FARMERS MARKET,,https://www.facebook.com/The-Carytown-Farmers-Market/251655224946456?ref=hl,,,,315 W. MARKET ST.,ORRVILLE,WAYNE,OHIO,44667,,,,,,,,,,,-81.7667,40.8407,,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01-01-2009 8:0:0
1018574,ORTING VALLEY FARMERS MARKET,http://ortingvalleyfarmersmarket.com,https://www.facebook.com/Orting Valley Farmers Market,,,,"101 WASHINGTON AVE (NORTH PARK, CORNER CALISTOGA AND WASHINGTON)",ORTING,PIERCE,WASHINGTON,98360,,,Fri: 3:00 PM-7:00 PM;,,,,,,,,-122.205464,47.097924,,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,N,07-06-2017 11:1:12
1005241,OSAGE BEACH FARMERS MARKET,http://www.osagebeachfarmersmarket.com,https://www.facebook.com/www.facebook.com/osagebeachfarmersmarket,,,,3797 OSAGE BEACH PARKWAY,OSAGE BEACH,CAMDEN,MISSOURI,65047,05/04/2013 , 10/26/2013,Sat: 8:00 AM-12:00 PM;,,,,,,,,-92.608413,38.161445,Private business parking lot,Y,N,N,N,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,06-12-2013 11:12:6
1005805,OSAGE FARMERS MARKET,,,,,,CORNER OF ST HWY 34 AND CTY HWY 48,OSAGE,BECKER,MINNESOTA,56570,May , October,Sat:9:00 am - 2:00 pm;,,,,,,,,-95.2463,46.9197,Private business parking lot,N,N,N,N,N,N,Y,N,Y,Y,N,N,Y,Y,N,Y,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,05-06-2011 17:20:41
1002924,OSAGE FARMERS MARKET,,,,,,TOWN & COUNTRY PLAZA,OSAGE,MITCHELL,IOWA,50461,,,,,,,,,,,-92.8139,43.2879,,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01-01-2009 8:0:0
2000021,OSAGE NATION SR. FARMERS MARKET,,,,,,,,,OKLAHOMA,,07/01/2014 , 07/31/2014,,,,,,,,,,,,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,01-01-2013 8:0:0
1000676,OSCEOLA FARMER'S MARKET,,,,,,"THE MILLPOND, CASCADE ST",OSCEOLA,POLK,WISCONSIN,54020,06/07/2013 , 10/18/2013,Fri: 2:00 PM-6:00 PM;,,,,,,,,-92.705212,45.319565,Local government building grounds,Y,Y,N,Y,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,6/25/2013 12:58:31 PM
1007048,OSDH WELLNESS FARMERS' MARKET,,,,,,1000 NE 10TH STREET,OKLAHOMA CITY,OKLAHOMA COUNTY,OKLAHOMA,,,,,,,,,,,,-97.4942,35.4777,,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01-01-2011 8:0:0
1019019,OSHKOSH FARMERS MARKET - DOWNTOWN,http://www.OSFMI.com,https://www.facebook.com/Oshkosh Farmers Markets,,,,400-500 BLOCKS N MAIN ST,OSHKOSH,WINNEBAGO,WISCONSIN,54901,,,Sun: 8:00 AM-12:30 PM;,,,,,,,,-88.537573,44.021478,,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,N,N,N,03-22-2018 21:9:1
1019023,OSHKOSH FARMERS MARKET - DOWNTOWN,http://www.OSFMI.com,https://www.facebook.com/Oshkosh Farmers Markets,,,,400 & 500 BLOCKS N MAIN ST & 100 BLOCK CHURCH AVE,OSHKOSH,WINNEBAGO,WISCONSIN,54901,06/02/2018 , 10/27/2018,Sat: 8:00 AM-12:30 PM;,,,,,,,,-88.537461,44.022875,,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,N,Y,N,N,N,03-23-2018 14:5:23
1019025,OSHKOSH FARMERS MARKET - WINTER,http://www.OSFMI.com,https://www.facebook.com/Oshkosh Farmers Markets,,,,108 W NEW YORK AVE,OSHKOSH,WINNEBAGO,WISCONSIN,54901,11/03/2018 , 04/27/2019,Sat: 9:00 AM-12:30 PM;,,,,,,,,-88.540004,44.033250,,Y,N,Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,N,N,N,N,Y,N,N,N,03-23-2018 14:36:26
1002961,OSKALOOSA FARMERS MARKET I,http://www.hawkeye-re.com/farmersmarket/index.htm,,,,,EAST SIDE OF TOWN SQUARE,OSKALOOSA,MAHASKA,IOWA,52577,,,,,,,,,,,-92.6419,41.2946,,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-16-2010 16:41:0
1002962,OSKALOOSA FARMERS MARKET II,http://www.hawkeye-re.com/farmersmarket/index.htm,,,,,"HIGH AVE. W., N. SIDE OF HY-VEE PARKING LOT",OSKALOOSA,MAHASKA,IOWA,52577,,,,,,,,,,,-92.6495,41.2951,,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-16-2010 16:38:0
1010506,OSMA ACRES FARMERS MARKET,http://www.osmaacresfarm.com/,,,,,53464 OSMA ACRES ROAD,HOUGHTON ,HOUGHTON,MICHIGAN,49931,05/01/2014 , 12/01/2014,Mon: 2:00 PM-5:00 PM;Tue: 2:00 PM-5:00 PM;Thu: 3:00 PM-6:00 PM;Fri: 2:00 PM-5:00 PM;,,,,,,,,-88.6430842,47.1920323,,Y,Y,N,Y,Y,N,Y,N,N,Y,Y,N,Y,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,08-18-2014 9:40:7
1002245,OSSIPEE MAIN STREET FARMERS' MARKET,http://www.ossipeemainstreet.org,https://www.facebook.com/Ossipee-Main-Street-Program/474442479243245,,,,15 MOULTONVILLE ROAD,CENTER OSSIPEE,CARROLL,NEW HAMPSHIRE,03814,07/12/2014 , 09/27/2014,Sat: 10:00 AM-1:00 PM;,,,,,,,,-71.1649423,43.7558387,Other,N,N,N,N,N,,Y,N,Y,Y,Y,N,N,Y,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,03-31-2014 22:21:51
1003926,OSTERVILLE FARMERS' MARKET,http://www.OstervilleFarmersMarket.org,https://www.facebook.com/www.facebook.com/OstervilleFarmersMarket,,,,155 WEST BAY RD.,OSTERVILLE,BARNSTABLE,MASSACHUSETTS,02655,06/19/2015 , 09/18/2015,Fri: 9:00 AM-1:00 PM;,,,,,,,,-70.3873,41.6247,,Y,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,N,Y,Y,N,Y,Y,03-19-2015 11:34:44
1011716,OSU-OKC FARMERS MARKET,http://www.osuokc.edu/farmersmarket/,https://www.facebook.com/osuokcfarmersmarket?ref=bookmarks,,,,400 N PORTLAND AVE,OKLAHOMA CITY,OKLAHOMA,OKLAHOMA,73107,09/01/2015 , 04/30/2016,Sat: 8:00 AM-1:00 PM;,05/04/2016 , 08/31/2016,Wed: 8:00 AM-1:00 PM;Sun: 8:00 AM-1:00 PM;,,,,,-97.581763,35.470025,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,10-21-2015 14:31:3
1018990,OSWEGO COUNTRY MARKET,http://www.oswegolandparkdistrict.org/programs-events/special-events/oswego-country-market/,https://www.facebook.com/www.facebook.com/OswegoCountryMarket/,,,,15 MAIN STREET,OSWEGO,KENDALL,ILLINOIS,60543,06/03/2018 , 09/30/2018,Sun: 9:00 AM-1:00 PM;,,,,,,,,-88.338849,41.68322,,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,03-08-2018 15:27:10
